number,close_notes
INC0717490,"Reviewed concerns with Akshay, we are not maintaining plan data back at subconven level because it is not necessary.  Closing ticket."
INC0717264,"Keyfigure values are closely matches now, hence proceeding with ticket closure."
INC0717021,Purchasing view is fixed. 
INC0716736,Copy operator is assigned to planning area
INC0714975,We have taken manual action
INC0714831,Subsequent demand weekly run is showing the correct planning material/product ID link in EDW. 
INC0714725,All the master data related 
INC0714557,Fix moved to Prod. 
INC0714442,We have excluded the invalid production header from planning 
INC0714309,Manual re-running of the job
INC0714308,Manually re-ran the task. 
INC0714150,Manual re-run
INC0714149,Manual re-run
INC0714147,Manual re-run
INC0714146,Manual re-run
INC0713917,"Close notes copied from Parent Incident: Fix moved in last week. Partially delivered sales order fix is moved. 
Incident 'INC0713917' closed based on closure of task 'INC0702099'

Fix moved in last week. Partially delivered sales order fix is moved."
INC0713454,"Monitored results.  Closing ticket,"
INC0713229,Modified the config and
INC0712145,"Change  is moved to production successfully, hence proceed with ticket closure."
INC0712048,Safety stock matches with S4 & IBP
INC0711650,Issue is fixed by user itself. Hence closing the incident.
INC0711443,Another issue being worked for permanent fix. 
INC0711412,marking ticket resolved
INC0711326,Re-ran the failed job. EDW got data and today's run was successful. 
INC0711111,"July month volume matches as expected now, we have verified shipment history with Jenny as well, all looks good now.

Hence we are proceeding with ticket closure."
INC0711080,EDW Source extract fixed. 
INC0710880,Re ran the job manually and it got completed successfully.
INC0710879,Re-triggered the job and it got completed successfully.
INC0710704,Manual re-process worked. 
INC0710419,Confirmed with Tim Criswell that Tasting Room does store at Bridlewood.  This still needs to be fixed in IBP but I'm closing this ticket for this work to be processed through Demand Intake (DMND0005836).
INC0710205,EDW source interface fixed. 
INC0710028,Manual re-run
INC0709909,Job has run manually and it got completed successfully.
INC0709781,Closed by Caller
INC0709776,System is Up hence closing the incident
INC0709775,Closed by Caller
INC0709772,System is Up hence closing the incident
INC0709633,Supply batch completed successfully. 
INC0709630,We have taken manual action  and completed the job.
INC0709500,Fix moved to Prod. 
INC0709297,"As discussed, we have validated the data after weekend batch,, Override values are exists in IBP excel .
User also cross verified and  all seems to be good now, hence proceeding with ticket closure."
INC0709165,Issue has been resolved and user confirmed that the values looks good.
INC0708660,"User comment:
i dont see any major discrepancies between what supply chain is seeing and what i see in IBP.  I will continue to watch....

CTS Support team - Hence proceed with ticket closure."
INC0708651,Fix moved to Prod. 
INC0708627,Master data issue was resolved and failed products were manually pushed. 
INC0708577,Resolved
INC0708341,Routing was the missing data for this to flow into IBP.  Checked the plan this morning and it is there.  Closing ticket.
INC0708294,EDW memory corrected and re-ran the failed job. 
INC0707827,"Known failure, o need to take any action."
INC0706975,Fix moved in last week. 
INC0706680,marking ticket resolved
INC0706376,"We have cross verified the shipment history for planning material 3625 after weekend run, seems like it matches with respect to Jenny's reference sheet."
INC0706236,"As there is no response from Courtney,we assume that the issue has been resolved.We are proceeding to ticket closure.Kindly revert back to us with a new incident if any issue occurs."
INC0706162,Incorrect steps were corrected. 
INC0706056,Master data is fixed. 
INC0705706,"Excluded the below materials from planning.
0245222IA
0244820EX"
INC0705705,re ran the job manually and it got completed successfully.
INC0705519,we have taken manual action 
INC0705518,We have taken manual action on the ob failure
INC0705517,Closed by Caller
INC0705505,System maintenance planned outage 
INC0704476,we have taken manual action on the job failure
INC0704438,We have taken manual ation.
INC0704236,Master data fixed
INC0704171,Closed by Caller
INC0704148,Planned outage
INC0704129,Closed by Caller
INC0704120,System was brought down for patch upgrade. 
INC0703956,It is now executing successfully.
INC0703702,Manual re-run
INC0703701,Users were informed to update the filters accordingly. 
INC0703577,Manual re-run
INC0703483,Manual re-run
INC0703482,Manual run
INC0703215,Fix moved to Prod. 
INC0703127,Data fixed. 
INC0702656,"Issue was not there while checking the issue and moreover everything looks fine in the system, hence closing the incident."
INC0702588,we have taken manual action.
INC0702577,re ran the job and it got completed succesfully.
INC0702553,We have taken manual action.
INC0702552,We have taken manual action.
INC0702227,Master data corrected
INC0702158,I looked through several skus this afternoon and could not find another example.  It's possible that the change we made where we overrode the Transportation Lot Size to 1 case made solving the MOD RDC demands easier to fulfill than have to ship in pallet increments.  Probably can't be confirmed.  Closing ticket.
INC0702099,Fix moved in last week. Partially delivered sales order fix is moved. 
INC0701862,"As we have not got any response from the user ,we assume that the issue has been resolved.We are proceeding to ticket closure.Kindly revert back to us if any issue occurs."
INC0701613,We have taken manual action on the job failure
INC0701286,Attached 3 validation examples.  Data looks good.  Closing ticket.
INC0701041,Master data corrected. 
INC0700880,Step added to the Automic schedule. 
INC0700705,closing this ticket as per email from Oliver Dated 5/22 with Subject -E: EMEA's LRF volume in 2020 dropped by 3M 9L since April 18th / All hard Overrides have changed completely since April
INC0700701,Manual action taken on the job failure
INC0700471,Informed that fix to the data team and Chad has corrected this. Working to correct the other change #'s. 
INC0700255,"We are aligned system data looks good.

Thanks,
Tim
"
INC0700073,
INC0699915,MRP failure- SCM team working with SAP. 
INC0699851,No need to take any action on EDW outbound jobs at this moment.
INC0699813,Subsequent run was succesful 
INC0699557,Closed by Caller
INC0699551,This was due to IBP upgrade activity.
INC0699142,Closed by Caller
INC0699037,System down due to upgrade activity
INC0699017,Closed by Caller
INC0699014,System down due to upgrade activity
INC0699013,Closed by Caller
INC0699012,System down due to upgrade activity
INC0698694,Validated results this morning and it looks good.  added results attachment. closing ticket.
INC0698286,Per Rita - closing out this ticket
INC0697919,INC0701286
INC0697831,Mode priority is corrected. Informed Sanjeet that product view should have the orders created now. 
INC0697656,Modified the cost Key figure  . Deployment Plan working as expected
INC0697646,
INC0697645,
INC0697532,"Confirmed results in PROD.  Looks good, closing ticket."
INC0697420,Manual re-run
INC0697392,"EDW system is up, hence repeated the failed job and went successful."
INC0696908,"Validated results today.  New issue found, opened new ticket (INC0728095).  Promoted fix for 1118 results look good.  Closing ticket."
INC0696879,Updated Status in Material Master to EL.
INC0696742,"Hi Jenna,

As discussed, Product life cycle assignment is  done at Product ID level. 

So forecast assignment also to be created at Product ID level only (with Country or demand state).

As per SAP, if there is too many ZERO's in past – Triple Exponential method will not update anything in future. Instead of that SAP is suggesting to use ""AES – Automated Exponential smoothening"" method.

As per the analysis, there is no issue with the functionality, hence we are proceeding with ticket closure.


Kind Regards,
Ravindran PG"
INC0696579,This was updated and closed. 
INC0696407,Fix moved to Prod. 
INC0696185,"There is no  updates/concerns form user, so assuming that the issue is no more in the system, hence proceeding with ticket closure."
INC0696026,"Jobs are processed successfully in S/4 and PI/PO as well, hence proceeding ticket closure.

This issue was that the MRP job failed. Why it failed is unknown. The MRP process has been successfully running since."
INC0695796,Repeated the failed step through Automic and went successful.
INC0695624,"Issue is resolved hence proceed with ticket closure.

User comment : i didn't see anything huge discrepancies with the latest supply chain report."
INC0695404,Clarification on how the Sales order extract works. 
INC0695193,
INC0695115,Subsequent Optimizer run would have fixed the issue. Requested Brian to put in a ticket if he has any examples in future. 
INC0694892,Manually re-ran the failed job. 
INC0694746,Issue was taken care.No action was needed.
INC0694745,I have taken manual action.
INC0693031,Repeated the failed job and it ran successfully
INC0692803,CR created for this - TASK0147791
INC0692170,Master data corrected. 
INC0691686,Closed by Caller
INC0691682,IBP production system was not down. 
INC0691553,"Master Data appears accurate.  Will validate on Monday, 5/20 once demand runs with updated Supply master data.  Ticket can be closed."
INC0691547,PO team confirmed that the xml was sent. Today Proficy received the demand. 
INC0691501,Fix moved and no issue reported. 
INC0691262,Storage costs set on Friday for G3 Mobile Bottling skus.  Plan results today look good. Closing ticket.
INC0690907,Closing per Karen's comment that EDW team resolved this. 
INC0690839,Cancelled.
INC0690593,Qty should be updated in MES for active orders. 
INC0690560,"Issue has been resolved, hence proceeding with ticket closure."
INC0690434,Vijay moved the fix. 
INC0689341,Informational with the details provided by Jeanette. 
INC0689217,Manual action taken.
INC0688217,Manually re-ran the jobs. 
INC0688216,Manually re-ran the job. 
INC0687779,On Monday's the PIR release would match. But not during the week. 
INC0687724,Safety stock maintained at PMIC level. 
INC0687103,"Queues are cleared and informed user to correct the master data issues. Hence we are proceeding with ticket closure.

Please feel free to reach out to us in case of any issue occurs in future.

Kind Regards,
Ravindran PG"
INC0686799,Data corrected by Jenn. Extending the component validity. 
INC0686466,"Hi Oliver,

Thanks, we didn't hear back anything, assuming that all looks good at your end and proceeding with ticket closure.

Please feel free to reach out to us in case of any issues  in future.

Regards,
Ravindran PG"
INC0685922,Attached last communication on this ticket.  Receipts KF and Firm Planned Order logic working as designed.
INC0685610,Fix moved to Prod. 
INC0684863,Already in production. 
INC0684714,Planner should delete old planned orders for EDW to get the updated data. 
INC0684708,Incorrect planning material assigned to the product. 
INC0684618,Fix moved to prod. 
INC0684613,Changes moved to Prod.
INC0684190,"Hi Uthaman,

 It seems you had some global configurations changed in the past 2 weeks. I have optimized the HINT applied to the COPY Operator queries and this will not effect anything else in the system.

Please re-run the job. I am lowering the priority to a HIGH since a solution has been provided.

If this issue is now resolved, please confirm this incident at your convenience. Otherwise, don't hesitate to ask if you have any follow-up questions. Once you confirm, you will be presented with a brief survey. We really appreciate any feedback you could offer regarding my support in this incident. Thanks for your time!

Best Regards,
Nicholas Kiener
Support Engineer, SAP Product Support"
INC0683697,Changes moved to Prod. 
INC0683097,Manual action taken by Runteam
INC0682453,Failed job is restarted
INC0682452,Manually restarted the job
INC0682236,Failed job is restarted
INC0682235,Failed job is restarted.
INC0681111,File not maintained.
INC0681110,File not maintained.
INC0681109,File not maintained by planners
INC0681091,Template issue and Derek will load the new template. 
INC0681055,MOved the changes to prod. 
INC0680532,"From: Kumar, Ajit <Ajit.Kumar@ejgallo.com> 
Sent: Thursday, May 2, 2019 9:39 PM
To: PG, Ravindran <Ravindran.PG@ejgallo.com>; Palaniappan, Uthaman <Uthaman.Palaniappan@ejgallo.com>
Subject: RE: INC0680532 - Clean the inventory targets for non inventory holding locations

Close the ticket mentioning that  KF has been created"
INC0680522,Old FCReq's caused the planned orders - Isac deleted the order 
INC0680427,Fix worked in P01.
INC0680016,File not maintained for AH INV NMFG
INC0680015,File not maintained for AVAILABLE INV MFG
INC0680014,File not maintained in the folder.
INC0679950,
INC0679791,
INC0678810,Worked with Lyndsey to ensure the old orders were deleted and new order created. 
INC0678469,Code fix moved to PRod. 
INC0678087,Fix moved to Prod. 
INC0677797,Batch completed successfully
INC0677796,File not available 
INC0677795,File not available. 
INC0677794,IBP was down during that time. So manually re-ran the failed job. 
INC0677793,File not available
INC0677370,"Fix was moved in HCI and IBP. 
"
INC0677207,Code logic modified and moved to Prod. 
INC0677140,Data fixed by master data team. 
INC0677046,Data has been fixed.
INC0676970,S4 Sales order extract issue date added.
INC0676871,No need to take any action.
INC0674106,"Hi Oliver,

I believe Uthaman is already provided the necessary  information on the reported issue, hence providing with ticket  closure.

Kindly feel free to reach out to us in case of any issues in future.

Kind Regards,
Ravindran PG"
INC0674082,We have taken manual action.
INC0674081,This has been fixed at EDW eand with the help  of Courtney.
INC0673519,Fix moved and no issues reported since last 1 week.
INC0673189,Next PPR cleared the issue. Unable to find whether MRP ran with the old variant and then corrected it or someone manually ran the MRP test variant. 
INC0672717,created marketing exclusions for the attached file.
INC0672655,Adjusted weekend planning run job steps.
INC0672651,Adjusted the current months weight for accurate forecast dis aggregation. 
INC0672277,Ran OM17 to fix the live cache update.
INC0671934,Code changed moved to P01. That fixed the issue.
INC0671735,INC0671712
INC0671730,Manually corrected the file and re-processed. 
INC0671712,File archive failed. Manually sent to archive folder. 
INC0671682,Manually re-processed the file. 
INC0671639,After PPR Run issue was resolved. 
INC0671612,"Planning ID maintained in the production version resolved the production source header issue. 

Closing per Ajit's confirmation. "
INC0671475,HCI is fixed and will validate next week. 
INC0671430,Correction has been made and validated.  Closing ticket.
INC0671332,Code fix moved to Prod. 
INC0670891,Re-ran the release of PIRs and PPDS/MRP jobs ran again. 
INC0670709,Re-ran the failed job
INC0670615,repeated the failed job through Automic and went successful.
INC0670525,Triggered ORI job by onsite through Automic during PST hrs
INC0670524,Triggered ORI job by onsite through Automic during PST hrs
INC0669901,Re-ran the failed job. 
INC0669900,Manually executed the failed job
INC0669523,"Job Completed successfully, hence proceeding with ticket  closure"
INC0669512,"Job Completed successfully, hence proceeding with ticket  closure"
INC0668722,"As suggested user ran statistical forecasting on simulation mode by using ""SHP_AUTO_TRIP_EXP_3_YR_2"" model, it works as expected. 

Hence we are proceeding with ticket closure."
INC0668471,"Supply batch is running fine, hence closing the incident."
INC0668065,
INC0667737,"Hi Courtney,

As discussed, i have disabled the check box, please let me know once you are done with manual action to re-run the HCI task.

•	Job Failure - CPIS813-SUP-OUTBOUND-DASH TRANSPLAN
•	HCI Task Name: T_DASH_TRANSPLAN_GWSACTIVE


Kind Regards,
Ravindran PG"
INC0667568,Manually re-processed.
INC0667473,Manually re-processed the file
INC0667148,"HI Sarah,

As a part of  daily activity  run team will be performing CCR activity for the below transaction data to keep the PPDS and S/4 sync.

•	STOCKS
•	SALES_ORDER
•	PURCHASE
•	PROD_ORDER
•	FORECAST

As of now everything looks good, hence proceeding with ticker closure, please reach out to me in case of any issues in future.

Thanks for your understanding in advance !

Kind Regards,
Ravindran PG"
INC0666923,
INC0666892,Job added to clear the Total Sales Order Shipment-Stored KF for past data.  Validated and approved results after job ran.  Closing ticket.
INC0666594,Cancelling the Incident as this is an approved CR and can be tracked thru RITM0105579
INC0666482,Repeated the failed job and went successful (CPID210-DMD-OUTBOUND-DEMAND FORECAST TO HDW).
INC0666481,ORI is not there in today's schedule.
INC0665800,Code Fix.
INC0665670,Business will continue to use the incorrect products in IBP Prod - Demand. No resolution yet as we are not using the DELETE options built in the design. 
INC0665300,Masterdata issue - Excluded the issue product and re-ran the job through Automic.
INC0664844,MRP's variant has caused the issue. Roger & I gathered the orders and informed Sarah and other planners to take action. Unfortunately it has to be manual but we have a way to identify the orders which were affected. 
INC0664453,Integration layer fixed. 
INC0664255,Code fix
INC0664152,
INC0664119,Fix moved to prod. 
INC0664072,Repeated the job manually and went successful.
INC0664016,Code Fix.
INC0663807,Manually re-ran the task
INC0663806,template was modified. corrected and re-ran
INC0663799,Re-running the job
INC0663798,Re-running the job. 
INC0663385,Manual re-run
INC0663384,Manual re-run
INC0662669,Code fix moved and deployment worked fine yesterday. 
INC0662452,Issue has been resolved. EDW tables are now showing PST.
INC0662404,closing the ticket
INC0661648,"Hi Julia,

Please be informed that, this issue is working under incident #INC0661639. Kindly reach out to us in case of any concerns.

Kin Regards,
Ravindran PG"
INC0661639,"For time being , no need to take any action on this, until we get shipments. 

User will reach out to us in case of any issue occur in future.

Hence we are proceeding with ticket closure.."
INC0660572,"Hi Derek,

We have checked with SAP on the reported issue, please find the updates below.

This is due to product limitations, may be SAP will come up with additional feature in future releases/upgrade. 

For time being we are proceeding with ticket closure, please reach out to us in case of any concerns.

Kind Regards,
Ravindran PG"
INC0660078,Manually re-ran the failed job 
INC0660077,Re-ran the job
INC0659865,Fix moved to production
INC0659653,
INC0659452,Rechecked again and issue magically disappeared.  Closing ticket.
INC0659100,Cancelling the Incident as this is being tracked by REQ0101090.
INC0659096,Demand ticket has been opened.  Canceling this incident. 
INC0658914,"Hi AJit,

For time being i am proceeding with ticket closure, as uthaman mentioned, we need to go with changes (Load the file from application server in background).

Kind Regards,
Ravindran PG"
INC0658559,Per below comment.
INC0658527,TVARVC change to include movement type 647 fixed the issue.
INC0658154,resolved - issues related to eligibility
INC0657601,Manual action taken on job failure
INC0657019,File was opened by user and hence failed.
INC0656763,"Code change to exclude Sales Order Items having  Rejection Status,"
INC0656648,Previous failure incident still open. 
INC0656491,FC reqs are present after the last Production Planning Run. The issue has been resolved
INC0656362,Task imported to HCI Prod. 
INC0656241,"The S4 MD04 requirements weren't matching with PPDS and hence PPDS Production planning run was planned this morning as of last week's supply released PIRs. 
I re-released after clearing the logs between the 2 component and was able to see the values matching now."
INC0656208,Firm planned order was cause of no plan. Also clarified Mollie's question. 
INC0655914,Re-ran the failed job
INC0654847,"Have taken manual action on ""CPIDMD10053-DMD-SHP PROCESS WEEKLY - 2C"""
INC0654734,Have taken manual action on job failure.
INC0654563,Manually executed the job
INC0654562,We have taken manual action on the job failure
INC0653660,Fix moved in couple of weeks before and no new issue reported. 
INC0653618,Demand data drop to Supply issue. 
INC0653090,Interim IBP system issue resolved by itself. 
INC0652936,"System is back to normal, hence user confirmed to close the incident."
INC0652823,Code change was made to include ZHWA materials also as Input Materials.
INC0652080,Configuration changes made. 
INC0651891,HCI and IBP changes moved to Prod. 
INC0651758,Removed the missing steps and re-ran the job.
INC0651612,Materials are now flowing through IBP Supply properly.
INC0651448,Filter was removed from the HCI task and work has been moved into production. 
INC0651427,New outbound task was created and is working in EDW production. 
INC0651268,Closing this per Ajit's confirmation. 
INC0651252,Code fix
INC0651028,"This needs a CR and Ajit is working in getting a CR created and prioritized. Please contact him for questions.+

Ajit created CR -  RITM0103146"
INC0650906,INC0649936
INC0650640,Failed step is completed successfully after re-run
INC0650503, Qtys are now getting aggregated if there are multiple orders for a combination of Primary Keys in the table.
INC0650060,"System is working as designed.  If customer/distributor is set up to a Forecast Type=S with a transaction order type=ZKB, the sales order volume will be mapped to the Sales Order Qty KF.  An example of this scenario is a Bailment customer that hasn't been switched over to the VMI process (Forecast Type=V)."
INC0649213,Material has Production Source Header and is planning accurately in IBP
INC0649173,HCI task resolved. 
INC0649008,Re-running the forecast actually sync'ed up the S4 and PPDS.
INC0648984,Adjusted forecast was made available for Supply Plan.
INC0648979,"From: Zais, Todd <Todd.Zais@ejgallo.com> 
Sent: Friday, March 29, 2019 10:17 PM
To: PG, Ravindran <Ravindran.PG@ejgallo.com>
Cc: Palaniappan, Uthaman <Uthaman.Palaniappan@ejgallo.com>
Subject: RE: INC0648979 - A planning material is no longer in IBP

Looks like the mater data load brought it in.  Thank you.

T  209 341 8632
C 209 324 5464"
INC0648945,MRP Type was updated to Z1 for List of Materials Provided. Monday batch ran and issue resolved.
INC0648928,History was moved from the old bailment to the new bailment and is now reflected in IBP
INC0648698,"No data exist to publish, hence proceeding with ticket closure."
INC0648409,"Hi Courtney/Lynn,

Yes,  even i was suspecting master data issue or the same. Since there is no action required from our end, hence proceeding with ticket closure.

please u  reach out to us in case of any concerns. 

Kind Regards,
Ravindran PG"
INC0647859,Have take manual action
INC0647656,Changed the HCI interface to include past periods. 
INC0647051,Configuration fixed to map the shipment forecast over ride dis-aggregation 
INC0647017,Fixed the planning area. 
INC0646721,"Issue:
Invalid production source: The main output product is also a component in the source item.

Product ID	Location ID	                   Source ID	                                          	Component Product ID				
000000000000004093REU		2101_000000000000004093REU		000000000000004093REU


Action taken - Excluded the entries from optimizer planning.
000000000000004092CIR	2101_000000000000004093REU	000000000000004092CIR
000000000000004093REU	2101_000000000000004093REU	000000000000004093REU

Kind Regards,
Ravindran PG"
INC0646458,"Validated no negative values in ""STO Receipts Qty-Inbound"" KF this morning.  Closing ticket."
INC0646261,Validated in IBP that changing the storage cost worked.  No receipts are being sent when there is no independent demand. 
INC0646126,"User is able to see  the product , hence we are proceeding with ticket closure."
INC0645777,Ran job manually 
INC0645444,"We have taken manual action on this job failure, hence closing the incident."
INC0645308,
INC0645004,history value is cleared before outlier runs. 
INC0644774,Reran the job  manually in HCI
INC0644452,Requested Renee to use a different algo per SAP recommendation. 
INC0644443,"Hope the issue is resolved and there is no queries/concerns from customer as well, hence proceeding with ticket closure."
INC0644358,Config change moved. 
INC0644338,Closing this ticket as per Mariana - this needs more time. Comments in notes. 
INC0644333,Validated Intl Customer orders have leading zeros in extractor and integration into IBP Demand on these orders is being achieved.  Closing ticket.
INC0644210,Moved via transport change to production
INC0644195,Transport moved. Issue resolved
INC0644014,Inventory holding policy fixed which removed the condition of holding the stock at MFG location. 
INC0643853,Code changes have been made that has fixed the issue.
INC0643829,"optimizer failed due to master data issue, excluded the issue product and re-run the job.

Error : ""Invalid production source: The main output product is also a component in the source item""
"
INC0643636,Config change to update shortage to independent demand. 
INC0643485,"Hi Mellisa,

This is an one time occurrence issue and  in last three months we didn't receive single incident regarding to this issue. 

Moreover we tried checking some code changes but it will increase  the iterations and affect performance. Hence i dont think this wil give any value added, hence proceeding with ticket closure.

Please feel free to reach out to us in ase of any concerns.

Kind Regards,
Ravindran PG"
INC0643191,SAP's limitation is confirmed. Manual workaround to be followed. 
INC0642870,No consignment sales created for 3/19. Lead time from RDC to Bailment location is 2 days and the sales order was created for 3/20.
INC0642773,"Job Failed due to master data issue.

Output and Input (component item) product are same on Production master data

Product ID 2470OS"
INC0642767,Code change has done done.
INC0642631,Manually re-run the job
INC0642508,System is up and running fine hence proceeding with ticket closure.
INC0642506,System is up and running fine hence proceeding with ticket closure.
INC0642505,System is up and running fine hence proceeding with ticket closure.
INC0642502,System is up and running fine hence proceeding with ticket closure.
INC0641901,"Weekend run had the EDW to IBP data pull. Last weekend's run was successful..

Confirmed with Joe. "
INC0641813,"Good Morning !
9:22 PMPG Ravindran
This is regarding to Incident #INC0641813 ""I received a forecast revision from the NH State Manager. In this case, he told me 02456 Apotic Crush will sell 600 cases""
Could you please walk through the issue...
9:23 PMPG Ravindran
Joseph Nguyen
i think this was fixed by Vijay and team.
we were on a call yesterday.  the user is validating but i think we are good
9:24 PM
oh .. thanks for the confirmation...will proceed with ticket closure, if anythgin please reach out to us....
9:25 PMPG Ravindran
Joseph Nguyen
ok thank you
9:25 PM"
INC0641730,Currently users will open up the future weekend and have planning run move the orders down. TASK0136533 is created to address the issue permanently.
INC0641256,Triggered the job manually through Automic
INC0640942,Occurrence is happening for isolated nodes which is standard behavior.
INC0640919,
INC0640727,Closing this ticket as this is more of an educational opportunity than a break fix.  Meeting with the team moved from Friday to Monday so will do knowledge transfer then.
INC0640372,Worked with Vijay in updating the setup
INC0640335,Code fix worked. 
INC0640179,Explained to user what is expected and it is working as expected. 
INC0639299,Code change has been done.
INC0639292,SAP responded back. For the IBP Job template we should be using the Agent Group. Instead we were using Agent name. But HCI is not configured for that agent name. I corrected the template
INC0639228,
INC0639227,
INC0639146,Excel export was provided to user. This export will let the user know what master data needs to be updated (production version effective date) 
INC0639119,Resolved issue with PIR's and Costing.
INC0639050,"Creating a change Request, RITM0103146 to continue this activity . Closing this ticketing and progress can be tracjed via CR - RITM0103146"
INC0638984,"Fix moved to production yesterday, validated it is working as expected. "
INC0638780,Validated that there is no Transport Supply data in the past.  Closing ticket.
INC0638693,User confirmed closure. See CHG0063642 for additional information.
INC0638409,Repeated the job manually and went successful.
INC0638191,"Fix moved to Production. Confirmed with Derek per below chat,

Thanks
I'll check right now
9:29 AM
Derek Ude
Looks good!
9:41 AM
Ok, I will close it."
INC0638185,Fix moved to production.
INC0637843,"Issue got fixed by next planning run, hence proceeding  with ticket closure.

User will raise an incident in case if the same issue occurs again.

Kind Regards,
Ravindran PG "
INC0637785,Task TASK0134421 created.
INC0637603,Fixed the Automic job. This issue was because of manual run. 
INC0637394,"Code change has been done to fix the issue,"
INC0637200,Triggered manually from Automic.
INC0637093,Manually cancelled for other changes to be imported. 
INC0635980,"Hi Mollie,

These 2 failed because ""Material 0470803OS cannot be taken from plant 1117 due to status ""Pre-Release"""".

 

Created an incident INC0635980. But if you would like to know more on this status – will have to check with SCM team. 

Thanks,
Uthaman"
INC0635752,Configuration fixed to update  dis-aggregation weight.
INC0635685,Code fix moved last Thursday. 
INC0635673,"From: Gaubatz, Oliver <Oliver.Gaubatz@ejgallo.com> 
Sent: Monday, March 18, 2019 8:52 PM
To: PG, Ravindran <Ravindran.PG@ejgallo.com>
Subject: RE: INC0635673 - 60+ Country + Planning Material combinations are not visible in SAP Fiori App in module ""Assign Forecast Models"".

Hi Ravindran,

I now had a chance to check SAP Fiori and can confirm that all these formerly missing items are now listed.  I was able to assign Forecast models against all of them today.

This ticket can be closed now.  Thank you very much for your help.

Best Regards,
Oliver
__________________________________________________________________ 
Oliver Gaubatz
Demand Manager, EMEA
E. & J. Gallo Winery (Deutschland) GmbH
Louisenstr. 65   |   61348 Bad Homburg   |   Germany
T: +49 06172 - 9212 118   |   M: +49 0160 - 2825565   |   oliver.gaubatz@ejgallo.com

From: PG, Ravindran 
Sent: Monday, March 18, 2019 1:12 PM
To: Gaubatz, Oliver <Oliver.Gaubatz@ejgallo.com>
Subject: RE: INC0635673 - 60+ Country + Planning Material combinations are not visible in SAP Fiori App in module ""Assign Forecast Models"".

Hi Oliver,

I could see the entries in ""Assign forecast model"" now, kindly request you to check and provide your confirmation for ticket closure.

Regards,
Ravindran PG"
INC0635185,Weekend job run fixed the issue. 
INC0635145,Discussed with Sarah a few options for this SKU. There is still inventory so we need to plan for run out. 
INC0635087,@[Margaret Lee] We saw the same issue with other SKUs that did not have the correct Planning ID. The planning ID has been updated for your SKU. Please review this same SKU after IBP PIR is released this Monday.
INC0634895,consider fixed order configuration was tested. 
INC0634856,Per user comments. 
INC0634832,Manual action taken on job failure.
INC0634647,Wrong copy operator updated. 
INC0634458,Issue is not a break/fix.  Forecast Consumption functionality needs to be switched on in IBP Demand for an accurate view.  This functionality will be switched on pending approval of current validation work.
INC0634356,The way how the firming works. 
INC0634234,Fix moved
INC0634173,This key figure is not being used by optimizer. Ajit to follow up with Mollie for verbal overview. 
INC0633993,Repeated the failed step  from Automic and went successful.
INC0633839,"Ajit will follow up, no issue found. "
INC0633836,Code change was moved to production. 
INC0633782,Code fix moved and agreed with user that the PIR's come for the Rework sku's. If she finds another issue for a specific SKU not in IBP - she will open a new ticket. 
INC0633707,No issue found on IBP side. Master data changes needed with eligibility. Courtney sent email with details. 
INC0633673,Tested and promoted. 
INC0633526,Code modified to read the status from closed item level. 
INC0633493,"All the necessary config changes moved to prod  , hence closing this ticket"
INC0633429,Being worked by REQ0091677
INC0633267,"Hi Jenna,

As discussed this looks like the issue with Excel settings, kindly check the planning view selections and compare the setting with you peer. If there is any issue with your Excel, please reach out to local admin.

In case of any issue related to  data  or accessing Keyfigure please feel free to reach out us.

Kind Regards,
Ravindran PG"
INC0633202,Re-running. 
INC0633025,Successful
INC0632743,This has been resolved after code change has moved to P01.
INC0632589,false ticket.
INC0632495,"From: Yang, Renee <Renee.Yang@ejgallo.com> 
Sent: Tuesday, March 12, 2019 8:54 PM
To: PG, Ravindran <Ravindran.PG@ejgallo.com>
Subject: RE: Your Incident INC0632495 has comments added

Yes, the ticket can be closed.  Thank you.

From: PG, Ravindran 
Sent: Tuesday, March 12, 2019 8:20 AM
To: Yang, Renee <Renee.Yang@ejgallo.com>
Subject: RE: Your Incident INC0632495 has comments added

Hi Renee,

Good Day !

Thanks for your email, please let me know if we  can proceed with ticket closure.

Regards,
Ravindran PG
Aspire Run team – SCP
Mobile: +91-9176619791


From: Yang, Renee <Renee.Yang@ejgallo.com> 
Sent: Tuesday, March 12, 2019 8:47 PM
To: PG, Ravindran <Ravindran.PG@ejgallo.com>
Subject: RE: Your Incident INC0632495 has comments added

Hi Ravindran,

The Texas distributor appearing in the ""None"" Demand State has been fixed with Vijay's weekend process.  Also, it sounds like the issue regarding this ticket has also been resolved (assigned forecasts were not being considered when the demand state product lifecycle batch was being run).

Thank you for your help.

Sincerely,
Renee"
INC0632428,Actuals match what is posted in S4. Work continues to align Swisslog and S4- those actuals will continue to come into IBP as they are posted.
INC0632320,Successful
INC0632022,Code changed in SCPI016 has fixed the issue.
INC0631932,"System is accessible, hence proceeding with ticket closure"
INC0631928,IBP will be down on the mentioned time frame. 
INC0631926,"System is accessible, hence proceeding with ticket closure"
INC0631895,Manually re-run. 
INC0631549,Combinations were generated. 
INC0631511,"Hi Jeffry,

Thanks for the confirmation, hence we are proceeding with ticket closure.

Kind Regards,
Ravindran PG"
